ID,Headline,Description,Publication Date,Source,Semi-Strong,Strong,Weak
885,can anglo-saxon activist investors whip danone into shape?,anglo-saxon shareholders appear to have the backing of the yogurt-maker__ french patriarch,20/02/2021,Economist,1,0,1
886,"how to design ceo pay to punish iniquity, not just reward virtue",firms are increasingly trying to make badly behaved bosses hand their earnings back,20/02/2021,Economist,0,0,1
1231,"go north, young woman",women continue to face barriers to equality in the workplace,07/03/2020,Economist,0,0,1
1233,covid-19 is foisting changes on business that could be beneficial,ceos should be aware of the potential opportunities,05/03/2020,Economist,1,0,1
1235,women still face barriers in the workplace,many arguments about female progress are a convenient fiction for men,05/03/2020,Economist,0,0,1
1238,indian v chinese bosses in america inc,a provocative study examines asians in american corner offices,29/02/2020,Economist,0,0,1
1240,canadian tar sands offer lessons for american shalemen,the two countries_ oil industries are becoming more alike,29/02/2020,Economist,0,0,1
1241,when rank leads to rancour,how not to give employee feedback,27/02/2020,Economist,0,0,1
1247,spies often use businesses as cover,it can end in tears,22/02/2020,Economist,0,0,1
1252,admen have a clever new way to trick sports fans,stadium ads need no longer be one-size-fits-all,15/02/2020,Economist,0,0,1
1254,burger king__ owner tries to regain its sizzle,fast food does not automatically equal fast growth,13/02/2020,Economist,1,0,1
1255,youngsters_ job preferences and prospects are mismatched,teenage picks,13/02/2020,Economist,0,0,1
1262,gold companies try to restore their sparkle,the mining industry__ glitterati have not dug themselves out of their hole quite yet,06/02/2020,Economist,0,0,1
1264,how modern workers are at the mercy of ratings,i am number 0.6,06/02/2020,Economist,0,0,1
1270,from the cradle to the grove,business lessons may not always apply to government,30/01/2020,Economist,0,0,1
1275,australia__ bushfires have left businesses surprisingly unscathed,that has not stopped bosses preparing for the next inevitable disaster,25/01/2020,Economist,0,0,1
1279,it has never been easier to launch a new brand,it may be getting harder to build a world-beating one,23/01/2020,Economist,0,0,1
1282,aston martin is stuck in neutral,an attempt to emulate ferrari__ roaring success has not worked as planned,18/01/2020,Economist,1,0,0
1285,can the world economic forum keep its mojo?,"the organisation behind davos faces a conflicted identity, increased competition and uncertain succession",18/01/2020,Economist,0,0,1
1286,the wider effects of america__ opioid epidemic,the drugs don__ work,16/01/2020,Economist,1,0,0
1290,a revival is under way in the chip business,the high-tech industry is as cyclical as any commodity,09/01/2020,Economist,1,0,0
1291,western firms have little to lose from a middle eastern war,with the exception of a few highly exposed companies in a handful of industries,09/01/2020,Economist,0,0,1
1292,lost in the amazon jungle,a missed chance to scrutinise the retail giant,09/01/2020,Economist,0,0,1
1299,a manager__ manifesto for 2020,eight resolutions to adopt in the new year,02/01/2020,Economist,0,0,0
1306,the buzz around airpods,why is the ear worth so much less than the eye?,18/12/2019,Economist,0,0,0
1308,the trouble with patent-troll-hunting,rules to curb frivolous patent claims may encourage infringement,14/12/2019,Economist,0,0,1
1310,how to deal with board gender quotas,and how not to,12/12/2019,Economist,0,0,1
1314,green with shame,brace for a violent force of creative destruction__epulsion,12/12/2019,Economist,0,0,0
1318,saudi aramco__ ipo is the biggest ever,and also a disappointment,07/12/2019,Economist,0,0,1
1320,the agonising dilemma of spanish firms in latin america,conquistadors in a quandary,05/12/2019,Economist,0,0,1
1323,let them eat christmas cake,don__ make seasonal festivities too formal,05/12/2019,Economist,1,0,1
1328,encouraging __urposeful_ business,a new report misses the mark,28/11/2019,Economist,0,0,1
1329,too much management research is clear as mud,a new book argues that scientific management isn__ scientific enough,28/11/2019,Economist,0,0,1
1335,rethinking mckinsey,disrupting the management priesthood,21/11/2019,Economist,0,0,1
1339,"ocado wages a grocery war against amazon, walmart and alibaba",it has as good a chance as anyone,16/11/2019,Economist,0,0,1
1344,"don__ show, tell",the agonies of videoconferencing,14/11/2019,Economist,0,0,1
1358,mexican business struggles to adapt to a new regime,but the president__ attitude is not their only problem,24/10/2019,Economist,0,0,1
1361,ipos are a racket. but try finding something better,"if you see sid, tell him",24/10/2019,Economist,1,0,0
1363,creating the right culture in a business,silicon valley draws lessons from warriors of the past,24/10/2019,Economist,1,0,0
1364,british airways_ profits may not fly high much longer,"on top of shabby service, doubts are emerging over the flag carrier__ dominance of heathrow airport",19/10/2019,Economist,0,0,1
1366,"amorepacific, south korea__ biggest beauty firm, is struggling",the company has failed to capitalise on the global popularity of k-beauty,17/10/2019,Economist,0,0,0
1371,the usefulness of managers,a study finds that bosses can be useful but also sneaky,17/10/2019,Economist,0,0,1
1382,africa is full of schemes to help entrepreneurs,they are hit and miss,03/10/2019,Economist,1,0,0
1384,the gm strike is an anachronism,licking the skillet,03/10/2019,Economist,0,0,1
1385,banning american investments in chinese firms is mooted. again,so is delisting chinese companies from american stockmarkets,03/10/2019,Economist,0,0,1
1386,from rags to richer,a business success story built on treating people well,03/10/2019,Economist,0,0,1
1388,wework shows why some venture capitalists are in a world of make-believe,the entrepreneur__ new clothes,28/09/2019,Economist,0,0,1
1390,"despite producing quality shows, netflix and hbo face headwinds",the battle for leisure time makes for gripping viewing,28/09/2019,Economist,0,0,1
1395,"hot desk, cold comfort",office design that treats workers like drones,26/09/2019,Economist,0,0,0
1402,masters of business in asia,how executives get taught in hong kong,19/09/2019,Economist,0,0,1
1406,the eyes have it,a new book reveals the excessive attention paid to how executives look,12/09/2019,Economist,0,0,1
1408,a transcript of ren zhengfei__ interview,huawei__ founder spoke to the economist on september 10th 2019,12/09/2019,Economist,0,0,1
1414,deutschland ag worries about the rise of the hard-right afd,this should be a wake-up call for mainstream parties which care about the fortunes of corporate germany,05/09/2019,Economist,1,0,0
1415,popenomics,what sermons business should and should not heed from a leftist pontiff,05/09/2019,Economist,0,0,1
1417,people are working longer for reasons of choice and necessity,the long and winding career,05/09/2019,Economist,0,0,1
1422,running a company is a permanent juggling act,there is no magic formula for management success,29/08/2019,Economist,0,0,1
1424,what companies can learn from comedians,"a fair bit, they seem to think",22/08/2019,Economist,0,0,1
1426,vodafone__ search for the g-spot,no wonder telecoms firms view 5g with trepidation,22/08/2019,Economist,1,0,0
1430,thomas middelhoff reflects on failure in german business,confessions of a tycoon,22/08/2019,Economist,1,0,0
1433,fedex__ visionary founder is a disrupter at risk of disruption,fredex is looking long in the tooth,15/08/2019,Economist,0,0,1
1439,investors flee the permian,earnings of energy producers reliant on shale take a tumble,10/08/2019,Economist,1,0,0
1442,the fertility business is booming,investors are pouring money into companies that promise to help people conceive,08/08/2019,Economist,0,0,1
1447,holidays are good for workers and companies alike,turn off and drop out,08/08/2019,Economist,0,0,1
1449,baby amazons take on their american role model,they are not as impotent as it might seem,01/08/2019,Economist,0,0,1
1450,the foodoo economics of meal delivery,"despite consolidation, it is anything but a tasty business",01/08/2019,Economist,1,0,1
1452,employee happiness and business success are linked,what explains the connection?,01/08/2019,Economist,0,0,1
1454,can american utilities profit from the energy transition?,the monopolists at the heart of america__ shift to cleaner energy place their bets,27/07/2019,Economist,1,0,1
1456,aldi and lidl are doing less well at home,shoppers have become less stingy,25/07/2019,Economist,0,0,1
1460,profits are down in america inc,is it time to worry?,20/07/2019,Economist,0,0,1
1461,what open-source culture can teach tech titans and their critics,firefox and friends,20/07/2019,Economist,0,0,1
1462,french authorities dilute homeopaths_ profits,bitter news for makers of sugar pills,18/07/2019,Economist,0,0,1
1472,the absurd language used by job adverts,superheroes need not apply,11/07/2019,Economist,0,0,1
1477,investors and regulators fall out of love with colossal deals,the long swell in dealmaking may be subsiding,06/07/2019,Economist,0,0,1
1480,new ways of selling books clash with france__ old pricing rules,"can a __ne book, one price_ principle survive e-commerce?",04/07/2019,Economist,0,0,1
1482,obituary: lee iacocca,america__ car salesman-in-chief died on july 2nd,04/07/2019,Economist,0,1,1
1484,netflix tries to jinn up its prospects in the arab world,it has its work cut out,29/06/2019,Economist,0,0,1
1485,an american ban hits china__ supercomputer industry,it may not knock it out,29/06/2019,Economist,1,0,0
1489,the american exception,workaholism is a recent development,27/06/2019,Economist,0,1,1
1490,will a robot really take your job?,"a notorious forecast about the automation of jobs has been hugely misunderstood, says one of its authors",27/06/2019,Economist,0,0,1
1492,"boeing__ boss wins a reprieve, not redemption",three tests to decide whether dennis muilenburg should keep his job,22/06/2019,Economist,0,0,1
1494,american drugmakers are raising prices. again,donald trump doesn__ like it one bit,22/06/2019,Economist,0,0,1
1497,the promotion curse,updating the peter principle,20/06/2019,Economist,0,0,1
1499,germany__ business barons are finding it harder to keep a low profile,blame rising inequality and globalisation,15/06/2019,Economist,1,0,1
1505,"for the future, look to the past",workers may need new ways of organising themselves,13/06/2019,Economist,1,0,0
1507,disgruntled investors are losing patience with central europe,states are being sued over broken promises and contracts,08/06/2019,Economist,0,0,1
1512,a merger of fiat chrysler automobiles and renault is no more,objections from nissan and the french government did for it,06/06/2019,Economist,1,0,0
1514,charity begins at work,toxic workplaces can be found in every sector,06/06/2019,Economist,0,0,1
1517,the next stage of rocket internet,"five years after going public, analysts think europe__ startup factory should take itself private",30/05/2019,Economist,0,0,1
1525,airlines would like to see boeing__ 737 max back in the air,not as much as the american planemaker,25/05/2019,Economist,0,0,1
1528,western firms increasingly admire__nd want__hinese technology,the trade war and animosity,23/05/2019,Economist,1,0,1
1529,switzerland will remain a low-tax centre for big firms,a referendum approving an overhaul of corporate taxes will not change that,23/05/2019,Economist,0,0,1
1544,"lyft__ revenues double, losses quintuple__nd prospects darken",the same is likely to be true of uber when it lists. only more so,11/05/2019,Economist,0,0,1
1545,how real-estate barons have ridden the tech boom,digitisation has created unlikely winners: real-estate barons,09/05/2019,Economist,0,0,0
1546,occidental petroleum has bid $57bn for anadarko,the counteroffer to chevron__ offer ups the ante in the energy industry__ biggest bidding war in years,09/05/2019,Economist,1,0,0
1547,american pay-television is in decline,this will have far-reaching consequences for the industry,09/05/2019,Economist,0,0,1
1548,intel__ new boss wants to teach the chipmaker new tricks,when fear of missing out meets financial ruthlessness,09/05/2019,Economist,1,0,0
1549,why companies are so bad at hiring,"for one thing, they recruit too many employees from outside their ranks",09/05/2019,Economist,0,0,1
1550,why so many big german companies are in trouble,bayer is the latest dax firm burnt by a takeover of an american firm,04/05/2019,Economist,0,0,0
1551,how to rev up unilever,a new boss confronts an old question,04/05/2019,Economist,0,0,1
1554,xiaomi__ founder loses a billion-yuan bet,the wager offers a vignette of corporate china,02/05/2019,Economist,0,0,1
1565,can uber ever make money?,a ride back through history offers sobering lessons,27/04/2019,Economist,0,0,1
1575,do spring profits foreshadow an earnings winter?,probably not,11/04/2019,Economist,0,0,1
1576,germany__ mittelstand are hardly prepared for brexit,preparing for a hypothetical brexit is too costly,11/04/2019,Economist,1,0,0
1591,naspers plans to spin off its tencent stake and other holdings,the south african media conglomerate has outgrown its domestic stock exchange,30/03/2019,Economist,0,0,1
1599,hyundai is falling behind its japanese and western rivals,the engine of south korea__ car industry sputters,28/03/2019,Economist,0,1,0
1603,drivers wanted,ride-hailing apps try to burnish their image,21/03/2019,Economist,0,0,1
1605,a two-wheeler reflects the stops and starts of indian capitalism,the jawa brand makes a triumphant return to india after a half-century absence,21/03/2019,Economist,0,0,1
1606,business takes on the baddies,"is it a bird? a plane? no, it__ a corporate crime-buster",21/03/2019,Economist,1,0,1
1608,how the internet led to greater wage inequality,training can help solve the problem,16/03/2019,Economist,1,0,1
1611,the end of the affair,how to prevent business break-ups__r end them amicably,14/03/2019,Economist,0,0,1
1612,humans struggle to cope when automation fails,the perils of the human-machine interface,14/03/2019,Economist,0,0,0
1616,a small step for women,progress in the boardroom is only a start,09/03/2019,Economist,0,0,1
1617,it shouldn__ happen to a vet,private-equity firms are disrupting the once-bucolic world of james herriot,09/03/2019,Economist,0,0,1
1621,"hbo__ boss resigns, raising questions about warnermedia__ strategy",richard plepler__ departure may bode ill for the television network under at&t,07/03/2019,Economist,1,0,0
1626,troubling signs for the future of australia__ giant coal industry,an uncertain future,02/03/2019,Economist,0,0,1
1631,jab upends coffee trading,the owner of peet__ and pret a manger is pressuring suppliers already ground down by low prices,23/02/2019,Economist,1,0,1
1633,the future of chanel without karl lagerfeld,how will the french fashion house fare without its influential creative director?,23/02/2019,Economist,0,0,1
1636,business and the effects of global warming,"some companies are tackling the results of global warming, but most are not",21/02/2019,Economist,0,0,1
1638,why retired people could be ideal customers for self-driving cars,autonomous vehicles come to retirement communities,21/02/2019,Economist,0,0,1
1641,amazon is not getting the welcome it expected from queens,alexandria ocasio-cortez is one of the politicians protesting its $3bn subsidy,16/02/2019,Economist,0,0,0
1643,"how to keep workers engaged, not vacant",the popularity of employee surveys,16/02/2019,Economist,0,0,1
1646,"a billionaire, a scandal and what they say about power in america",jeff bezos__ stand against the national enquirer may be worryingly rare,14/02/2019,Economist,1,0,1
1650,chinese firms are not all serial intellectual-property thieves,greater inventiveness in china is prompting more respect for ip,09/02/2019,Economist,0,0,1
1651,the disappearance of norwegian would be bad news for consumers,three airline groups would be left dominating the market for transatlantic flights,09/02/2019,Economist,0,0,0
1653,uniqlo__ founder plots a way to beat zara and h&m,tadashi yanai reckons rising asia will push his firm to number one,09/02/2019,Economist,1,0,0
1654,a 25-year battle to improve the image of mcdonald__,do you want ethics with that?,07/02/2019,Economist,1,0,1
1657,harley-davidson brought low by tariffs and demographics,sales keep plunging in the home market,02/02/2019,Economist,0,0,1
1660,a brazilian tragedy is a deepwater horizon moment. sort of,into the valley of death,02/02/2019,Economist,1,1,0
1661,has comcast bet against technology?,"sceptics of its sky deal abound, but its boss has often wrongfooted critics",02/02/2019,Economist,0,0,1
1662,facebook comes under fresh attack for its data-privacy practices,"the social media network has endured endless scandals, but deeper problems lurk",31/01/2019,Economist,0,0,1
1663,america unseals its indictment against huawei,the chinese giant is accused of rewarding trade-secret pilferers on its staff,31/01/2019,Economist,0,0,1
1665,the creation of a european rail champion is headed for the buffers,the siemens-alstom deal will probably get kiboshed on competition grounds,26/01/2019,Economist,0,0,0
1670,"as retailers abandon the high street, why is ikea moving in?","the company is heading into the heart of london, paris and new york",26/01/2019,Economist,0,0,1
1672,britain__ waning appeal to europeans,please cut me out of your linkedin network,19/01/2019,Economist,0,0,1
1673,is google an evil genius?,"big tech does not control its users, however much it may want to",19/01/2019,Economist,0,0,1
1676,what the break-up of the world__ richest couple means for amazon,jeff bezos__ stake in the e-commerce giant is much lower than that of other tech founders,19/01/2019,Economist,1,0,0
1679,companies will perform better if employees are not cowed into silence,keeping schtum can lead to poor business decisions or be dangerous,12/01/2019,Economist,0,0,1
1680,apple succumbs to the smartphone malaise,a decade-long boom is ending as consumers hang on to devices for longer,12/01/2019,Economist,0,0,1
1682,indonesia binges on e-commerce,local champions are battling chinese-backed firms across the archipelago,12/01/2019,Economist,0,0,0
1684,california__ biggest utility is in deep trouble,pg&e__ role in starting wildfires could mean a break-up or even bankruptcy,10/01/2019,Economist,0,0,1
1685,a plan to reduce europe__ dependence on russian gas looks shaky,the southern gas corridor could even hand gazprom more clout,05/01/2019,Economist,1,1,0
1688,the spy who hired me,when employer health programmes go too far,05/01/2019,Economist,0,0,1
1691,if consultants ran christmas,an elf-and-safety nightmare,22/12/2018,Economist,0,0,1
1692,rooftop solar remains marginal in america,"blame a patchwork of regulation, utilities and an immature business model",22/12/2018,Economist,0,0,1
1694,indian technology talent is flocking to canada,"as immigrant techies shun the us, its neighbour has rolled out the red carpet",22/12/2018,Economist,0,0,1
1695,the biggest brand in digital media has lost much of its lustre,"its new chief executive, nancy dubuc, has a hard task to revive it",15/12/2018,Economist,0,0,0
1696,india__ wine industry is growing in the most delightful way,sula__ rich vintages are drawing in the middle classes,15/12/2018,Economist,0,0,1
1697,japan post finally faces deep structural reforms,the postal service needs to survive with less help from banking and insurance,15/12/2018,Economist,1,0,0
1698,time-tested ways of holding business to account are crumbling,"despite being more in the public gaze, firms are less closely scrutinised",15/12/2018,Economist,0,0,1
1700,wall street may be finding new ways to perpetuate the old boys_ club,some financiers are dealing with #metoo by avoiding women,15/12/2018,Economist,0,0,1
1701,a tobacco giant hashes out a deal with a cannabis company,"faced with declining smoking rates, altria moves into the weed business",15/12/2018,Economist,1,0,0
1708,victoria__ secret gets ready for a makeover,new brands are challenging the market leader__ dominance in underwear,08/12/2018,Economist,1,0,0
1710,why does 5g have everyone worried about huawei?,fears abound about the vulnerability of new mobile-phone networks,07/12/2018,Economist,0,0,1
1712,russia has emerged as an agricultural powerhouse,enterprising farmers have overcome the legacy of soviet collectivisation,01/12/2018,Economist,0,0,1
1713,can the world produce enough cobalt for electric vehicles?,the main source is the unstable democratic republic of congo,01/12/2018,Economist,0,0,1
1714,poland__ state-owned giants cope with unprecedented turnover,the government is removing the boss of an soe every three weeks on average,01/12/2018,Economist,0,0,1
1715,working for a purpose,an academic calls for an overhaul of the conventional company,01/12/2018,Economist,0,0,1
1716,why barclays and standard chartered should merge,together the two subscale british lenders could reach the top table of banking,01/12/2018,Economist,0,0,1
1719,"gm prepares to close five factories, attracting donald trump__ ire",mary barra is responding to customers_ soaring appetite for suvs and pickups,29/11/2018,Economist,1,0,0
1721,facebook should heed the lessons of internet history,its business model is threatened by lower usage and advertiser discontent,24/11/2018,Economist,0,0,1
1722,americans need to take a break,working longer hours has many drawbacks,24/11/2018,Economist,0,0,1
1725,key-person risk is alive and kicking in global business,carlos ghosn__ downfall points to a wider problem,22/11/2018,Economist,1,0,0
1726,crossed lines in the boardroom,the inside tale of how nokia lost a market it dominated,17/11/2018,Economist,0,0,1
1729,america__ teenage juuling craze attracts regulatory ire,juul makes concessions ahead of expected new rules from the fda,17/11/2018,Economist,1,0,0
1734,amazon__ __econd headquarters_ may be no such thing,"instead of one additional base outside seattle, it is eyeing two",08/11/2018,Economist,0,0,1
1736,european companies will struggle to defy america on iran,firms face both us sanctions on iran and european instructions to flout them,08/11/2018,Economist,1,0,1
1738,india__ banking system is flirting with a lehman moment,the collapse of a shadow bank has sparked fear and financial contagion,08/11/2018,Economist,0,0,0
1740,big tech__ sell-off,the shares of the world's tech giants have sunk. wobble or wipeout?,03/11/2018,Economist,0,0,0
1744,guinea__ bauxite boom is helping china but failing locals,china has promised the west african state a loan double the size of its gdp,03/11/2018,Economist,0,1,0
1745,general electric powers downwards,larry culp confronts old blunders that could stymie his future plans for ge,03/11/2018,Economist,0,0,1
1746,mumbai unions force uber and ola into a corner,strikes work when backed by violence,03/11/2018,Economist,0,0,1
1749,bosses_ public blunders,"like politicians, chief executives live in fear of saying the wrong thing",27/10/2018,Economist,0,0,1
1751,bulletproof cars,mexicans and brazilians buy them for different reasons,27/10/2018,Economist,0,0,1
1754,"for richer, not for poorer",when executives are matched together,27/10/2018,Economist,0,0,1
1756,bollywood helps inspire a boom in indian domestic tourism,film locations encourage new visitors,20/10/2018,Economist,0,0,1
1757,the collapse of an american retail giant,sears__ troubles are acute but not unique,20/10/2018,Economist,1,0,0
1763,reasons for firms to steer clear of saudi arabia,"the palace interferes in all aspects of saudi life, including business",18/10/2018,Economist,0,0,1
1764,paul allen leaves a lasting legacy both at microsoft and in seattle,the co-founder of the world__ largest software company dies at 65,18/10/2018,Economist,0,0,1
1765,minds do matter,there is more acceptance of mental-health issues at work,13/10/2018,Economist,0,0,1
1766,the social network shuts down in disgrace,"avoiding bad publicity is, well, bad publicity",13/10/2018,Economist,0,0,1
1767,europe__ transport unions are growing in strength,"that is good news for pilots and drivers, but less so for everyone else",11/10/2018,Economist,0,0,0
1771,investors are pouring money into food delivery in india,"and for now, losing it",11/10/2018,Economist,0,0,0
1772,carrefour adds to the intrigue around a rival french grocer,a possible bid from the giant retailer distracts from casino__ debt woes,27/09/2018,Economist,0,0,0
1774,the annoying habits of highly effective people,be wary of taking life lessons from chief executives,27/09/2018,Economist,0,0,1
1775,makers of very expensive cars want to be luxury-goods firms,but they still have many of the trappings of the depressed car industry,27/09/2018,Economist,0,0,1
1777,american business and #metoo,"one year after the weinstein scandal, not enough has changed in workplaces",27/09/2018,Economist,0,0,1
1778,michael kors splurges on versace,the american group__ spree underlines its desire to become a european-style luxury conglomerate,26/09/2018,Economist,0,0,0
1781,a startup tries to revive train travel in america,brightline runs the first new privately funded passenger line for a century,20/09/2018,Economist,0,0,0
1782,tesla__ latest troubles,"regulatory scrutiny, lawsuits and rising competition add to elon musk__ woes",20/09/2018,Economist,1,0,0
1784,south korean firms are keen to invest in the north,but the endeavour remains fraught with risk,20/09/2018,Economist,0,0,0
1785,can the eu become another ai superpower?,taking on america and china will be hard,20/09/2018,Economist,0,0,1
1788,a controversial new copyright law moves a step closer to approval,the new rules are another example of the eu__ assertiveness on tech,13/09/2018,Economist,0,0,0
1790,cbs faces up to its #metoo moment,les moonves__ ousting could clear the way for a merger with viacom,13/09/2018,Economist,0,0,0
1791,volvo abandons its plans for an ipo,can the chinese-owned swedish carmaker adapt to motoring__ likely future?,13/09/2018,Economist,0,0,0
1794,america can__ control the global flow of ideas,history has not been kind to countries' attempts at hoarding intellectual property,13/09/2018,Economist,0,0,0
1798,how social-media platforms dispense justice,their armies of content moderators are expanding,06/09/2018,Economist,0,0,1
1799,the pros and cons of collaboration,"teams can work well, but co-leaders often don__",06/09/2018,Economist,0,0,1
889,when will office workers return?,getting back to normal will involve a host of challenges,20/02/2021,Economist,1,0,1
890,can pat gelsinger turn intel around?,the giant chipmaker__ new boss has his work cut out,18/02/2021,Economist,0,0,0
891,glencore__ new boss takes the reins at a good time for commodities,he looks a lot like his predecessor,18/02/2021,Economist,0,0,1
892,"as vivendi lists universal music, the streaming boom__ end is near","as subscriptions approach saturation level, label-owners decide it__ time to sell",18/02/2021,Economist,0,0,0
893,coupang hopes to be the next successful baby amazon,south korea__ tech darling is the latest second-generation e-commerce group to set investors_ pulses racing,18/02/2021,Economist,1,0,0
894,facebook walks as google caves in australia,why two tech giants have different answers to the question of who should pay for news,18/02/2021,Economist,1,0,0
895,can intel__ new boss turn the chipmaker around?,pat gelsinger has his work cut out,15/02/2021,Economist,0,0,0
896,diary of a plague year,a columnist confronts the pandemic,13/02/2021,Economist,0,1,0
897,unions take on amazon and alphabet. big tech watch out,an old force wants to shake up a younger industry,11/02/2021,Economist,1,0,0
898,narendra modi promises to privatise air india,the state promises to unload its dusty companies. for real this time,11/02/2021,Economist,0,1,1
899,"for deutschland ag, brexit goes from bad to wurst",companies in germany lament the effect of britain__ departure from the eu,11/02/2021,Economist,0,1,1
900,the cult of an elon musk or a jack ma has its perks__ut also perils,business leaders eager to cultivate acolytes should be careful what they wish for,10/02/2021,Economist,0,0,1
901,america inc has survived the oddest year in modern times. what next?,stockmarkets are pricing in an economic snap-back and growth on top of it. that may be too rosy,09/02/2021,Economist,0,0,0
902,apple__ long-awaited privacy policy kicks facebook where it hurts,the iphone-maker antagonises its ad-dependent silicon valley neighbours,06/02/2021,Economist,1,0,0
903,shareholders are pushing exxonmobil to go green,investors are rebelling against a hydrocarbon-heavy strategy,06/02/2021,Economist,0,1,0
904,how to get managers_ incentives right,"executives, not investors, may be to blame for short-termism",06/02/2021,Economist,0,0,0
905,why no one wants to broadcast france__ ligue 1,the beautiful game is in an ugly financial situation,06/02/2021,Economist,0,0,1
906,kuaishou__ shares surge on the video app__ stockmarket debut,the firm is taking on tiktok and its chinese sibling,05/02/2021,Economist,1,0,0
907,daimler truck and mercedes-benz part ways,cars and heavy vehicles are two very different businesses,04/02/2021,Economist,0,1,0
908,what the fate of hna group says about china inc__ foreign ambitions,globetrotting chinese conglomerates retreat home,04/02/2021,Economist,0,0,0
909,can amazon__ next boss fill jeff bezos__ supersized boots?,andy jassy will take over a firm on a roll. that does not make dilemmas in his in-tray any easier to deal with,03/02/2021,Economist,0,0,0
910,are oil-services companies doomed?,many of them are. but not all,30/01/2021,Economist,0,0,0
911,the pandemic is ushering in new c-suite roles,not all corporate titles will stick,30/01/2021,Economist,1,0,0
912,apple__ quarterly sales exceed $100bn for the first time,"the pandemic has been kind to other technology firms, too",30/01/2021,Economist,0,1,0
913,the surprising role of family feuds in german business,all families argue. some of the most explosive rows happen inside germany__ powerhouse companies,30/01/2021,Economist,1,0,0
914,"starbucks bets on china, suburbia and cyberspace",the world__ biggest caffeine-peddler has its best quarter of the pandemic. it could be better,30/01/2021,Economist,1,0,0
915,you__l often walk alone,loneliness is a widespread problem with complex roots,28/01/2021,Economist,0,0,1
916,big tech down under,could google quit australia?,28/01/2021,Economist,0,0,1
917,will sweden__ huawei ban harm sino-swedish business?,the chinese government may want to retaliate against sverige ab. swedish firms' fate could serve as a cautionary tale for other european countries.,28/01/2021,Economist,0,1,0
918,can boeing fly without government help?,probably not,27/01/2021,Economist,0,0,1
919,emirati and israeli bosses cannot wait to do business,"thanks to the peace deal between their countries, they can now do so out in the open",25/01/2021,Economist,1,0,0
920,a tesla bull debates a tesla bear,it is easy to make a positive and a negative case for the electric-car maker's $700bn market capitalisation,23/01/2021,Economist,1,0,0
921,chipmaking is being redesigned. effects will be far-reaching,the global semiconductor business is becoming at once more diverse and more concentrated. this brings opportunities__nd risks,23/01/2021,Economist,0,0,0
922,the mba class of covid-19,"once endangered, the venerable degree is emerging stronger from the pandemic",21/01/2021,Economist,0,0,1
923,sberbank__ second pirouette,can the former soviet savings monopoly turn itself into a consumer-technology giant?,21/01/2021,Economist,1,0,0
924,the secrets of successful listening,"lessons from a hostage negotiator. hear, hear",21/01/2021,Economist,0,0,1
925,how inditex is refashioning its business model,the owner of zara is tailoring its operations to fit online shoppers,16/01/2021,Economist,1,0,0
926,ces upstages the detroit motor show as cars go electronic,carmakers look to las vegas while big tech heads for detroit. will they collide?,16/01/2021,Economist,1,0,0
927,after years of dithering companies are embracing automation,"the pandemic has ushered more robots into factories, warehouses and back offices. they are here to stay",16/01/2021,Economist,1,0,0
928,why prospects for post-trump social media aren__ all bad,banning the troll-in-chief is unlikely to hurt social networks_ business,16/01/2021,Economist,1,0,0
929,kuaishou takes on tiktok and its chinese sibling,china__ short-video wars are heating up,16/01/2021,Economist,1,0,0
930,american trustbusters force visa to back off plaid,"the department of justice signals a new, pre-emptive approach to antitrust",14/01/2021,Economist,1,0,0
931,branding lessons from rizla,how to become a household name,14/01/2021,Economist,0,0,1
932,beijing__ approach to business grows increasingly muscular,"from jack ma to extraterritorial laws, the government is throwing its weight around",14/01/2021,Economist,1,0,0
933,the lockdown has caused changes of routine,"not all new habits will outlive the pandemic. of those that will, not all are welcome",13/01/2021,Economist,0,0,0
934,energy companies give the arctic the cold shoulder,"to donald trump, alaska is a promising source of oil wealth and energy security. to energy companies, it is a risk not worth taking",09/01/2021,Economist,1,0,0
935,corporate nuptials are back on,the year got off to a scorching start with the announcement of two mega-deals in less than a week,09/01/2021,Economist,0,1,0
936,what happens when firms have to stump up for good causes,an indian experiment in corporate social responsibility,09/01/2021,Economist,0,0,1
937,a tech ceo__ guide to taxes,silicon valley v the tax man,09/01/2021,Economist,0,0,0
938,deutschland ag continues to pour billions into china,never mind the growing geopolitical rift between beijing and the west,07/01/2021,Economist,1,1,0
939,the fiat chrysler-psa mega-merger may give rise to a carmaking star,"the new firm__ boss, carlos tavares, has work to do to maintain his stellar track record",07/01/2021,Economist,0,0,0
940,"nyse boots out chinese telecoms firms__hen it doesn__, then does",a pall of uncertainty hangs over chinese shares in america,05/01/2021,Economist,0,1,0
941,the science of networking,the modern economy depends on how well people connect with others,05/01/2021,Economist,1,0,0
942,how to deal with leftover leave,unused holidays are a problem for employers and employees alike,02/01/2021,Economist,0,0,1
943,chinese trustbusters_ pursuit of alibaba is only the start,beijing has put online giants on notice,02/01/2021,Economist,1,1,0
944,the podcasting battle to be the netflix of audio,audio streamers see podcasts as a way to differentiate themselves from their competitors,02/01/2021,Economist,0,0,0
945,the next big thing in retail comes with chinese characteristics,chinese apps are to 21st-century shopping what american malls were to last century__,02/01/2021,Economist,1,0,0
946,why american telecoms firms are splurging on 5g spectrum,an auction of mobile frequencies is turning a blockbuster,02/01/2021,Economist,1,0,0
