number,title,date,stock,sentiment_scores
530728,'Tickets sold out within minutes for the May 11 reopening of Shanghai Disneyland' -Tweet From CNBC,2020-05-08 10:08:00-04:00,FXI,"{'negative': 0.0017207213, 'neutral': 0.99666154, 'positive': 0.0016177072}"
530731,Trump Says Is Having A 'Hard Time' With China On Trade Talks,2020-05-08 08:35:00-04:00,FXI,"{'negative': 0.80203843, 'neutral': 0.19567353, 'positive': 0.0022880882}"
530730,Trump Says Has Not Yet Made A Decision On China Trade Deal,2020-05-08 08:35:00-04:00,FXI,"{'negative': 0.061479144, 'neutral': 0.9373564, 'positive': 0.0011644963}"
530732,"Trump Says Does Not Believe China Released The Coronavirus On Purpose, Says Will Decide Soon On WHO Funding",2020-05-08 08:27:00-04:00,FXI,"{'negative': 0.4759931, 'neutral': 0.5222528, 'positive': 0.00175419}"
530733,"US, China Trade Reps Talk By Phone",2020-05-08 06:16:00-04:00,FXI,"{'negative': 0.0037736897, 'neutral': 0.99534863, 'positive': 0.00087767735}"
1261354,Tesla Aims to Restart Fremont Plant as Early as Friday,2020-05-08 06:08:00-04:00,TSLA,"{'negative': 0.002789424, 'neutral': 0.9960284, 'positive': 0.0011821713}"
1261356,"Tesla Confirms Shanghai Gigafactory Shutdown, But Says It's All 'According To Plan'",2020-05-08 03:46:00-04:00,TSLA,"{'negative': 0.019800939, 'neutral': 0.9788719, 'positive': 0.0013272964}"
1261357,Elon Musk Says Tesla Battery Patent 'Way More Important Than It Sounds',2020-05-08 02:47:00-04:00,TSLA,"{'negative': 0.0014270854, 'neutral': 0.984306, 'positive': 0.014266951}"
1261358,'Elon Musk said in a podcast interview released on Thursday that the company's planned Roadster sports car would take a backseat to the development of other vehicle model' -Reuters,2020-05-07 17:52:00-04:00,TSLA,"{'negative': 0.0022580393, 'neutral': 0.9965579, 'positive': 0.0011840982}"
1261359,"Elon Musk Talks Neuralink, Brain Stimulation And AI With Joe Rogan",2020-05-07 15:28:00-04:00,TSLA,"{'negative': 0.0016634647, 'neutral': 0.9968528, 'positive': 0.0014837609}"
1261360,'Elon Musk hints at Tesla Roadster being delayed to 2022' -Electrek,2020-05-07 14:44:00-04:00,TSLA,"{'negative': 0.059371047, 'neutral': 0.9396674, 'positive': 0.0009615628}"
530735,'China could have prevented the deaths of thousands of people worldwide and spared the world a descent into global economic malaise. They had a choice....' -Tweet From US Secretary Of State Mike Pompeo,2020-05-07 11:21:00-04:00,FXI,"{'negative': 0.17384227, 'neutral': 0.8212678, 'positive': 0.0048899422}"
530734,"'...China is still refusing to share the information needed to keep people safe. This is not about politics, it's about saving lives.' -Tweet From Pompeo",2020-05-07 11:21:00-04:00,FXI,"{'negative': 0.6966484, 'neutral': 0.30081645, 'positive': 0.002535212}"
1261362,"Tesla Reportedly Halts Production At Chinese Factory, Bringing Global Production To Standstill",2020-05-07 10:00:00-04:00,TSLA,"{'negative': 0.853984, 'neutral': 0.14390483, 'positive': 0.002111183}"
1261363,Elon Musk To Join Joe Rogan's Podcast Again During Eventful Week For Tesla CEO,2020-05-07 07:53:00-04:00,TSLA,"{'negative': 0.0012260134, 'neutral': 0.99536175, 'positive': 0.0034123305}"
1261364,"'Tesla Shanghai factory halts production for unknown reasons, shaking concept stocks' -China's National Business Daily",2020-05-07 05:58:00-04:00,TSLA,"{'negative': 0.7093355, 'neutral': 0.28886867, 'positive': 0.0017957838}"
1261365,Tesla Preparing to Restart Some Car Production in Fremont,2020-05-07 05:24:00-04:00,TSLA,"{'negative': 0.0028933494, 'neutral': 0.99553406, 'positive': 0.0015726149}"
1261366,Tesla Prepares To Restart Production At Fremont Factory This Week: Report,2020-05-06 23:06:00-04:00,TSLA,"{'negative': 0.0028312765, 'neutral': 0.9953793, 'positive': 0.0017893511}"
530736,"Trump Says He Believes U.s. Death Toll Figures, Says He Does Not Believe the Data About Deaths in China",2020-05-06 15:48:00-04:00,FXI,"{'negative': 0.31324682, 'neutral': 0.6852071, 'positive': 0.0015460366}"
530737,UPDATE: Trump Says Will Be Able To Report If China Is Fulfilling Trade-Related Obligations In 1-2 Weeks,2020-05-06 15:41:00-04:00,FXI,"{'negative': 0.003859312, 'neutral': 0.9922845, 'positive': 0.003856199}"
530738,Stocks Unaffected As Trump Says China May Or May Not Keep The Trade Deal,2020-05-06 15:40:00-04:00,FXI,"{'negative': 0.6026535, 'neutral': 0.39512157, 'positive': 0.0022249303}"
530739,"'BankofChina will shoulder all the losses caused by the negative territory in the #WTI May contracts, and compensate 20% of investors' principals...' -Tweet From China's National Business Daily",2020-05-06 11:05:00-04:00,FXI,"{'negative': 0.25730684, 'neutral': 0.74038804, 'positive': 0.0023052427}"
530740,US Secretary Of State Pompeo Says WHO Still Needs To Demand A Probe Into China's Handling Of Coronavirus,2020-05-06 10:15:00-04:00,FXI,"{'negative': 0.0690807, 'neutral': 0.92976207, 'positive': 0.0011572305}"
530741,US Secretary Of State Mike Pompeo Says Countries Starting To Understand Risks Of Doing Business With China,2020-05-06 10:06:00-04:00,FXI,"{'negative': 0.022595664, 'neutral': 0.9760074, 'positive': 0.0013969284}"
530742,China Considers Dropping Numerical Gdp Growth Target for 2020,2020-05-06 06:56:00-04:00,FXI,"{'negative': 0.12178623, 'neutral': 0.8759268, 'positive': 0.0022869764}"
530743,"Russia's Deputy Energy Minister Says Second Wave of Economic Slowdown is Not Ruled Out, Including U.S.- China Trade War",2020-05-06 06:41:00-04:00,FXI,"{'negative': 0.55604047, 'neutral': 0.44200024, 'positive': 0.0019593304}"
1261368,Elon Musk Qualifies For $700M In Stock Options As Tesla Tops $100B Market Cap Average,2020-05-05 23:20:00-04:00,TSLA,"{'negative': 0.001704081, 'neutral': 0.99576217, 'positive': 0.0025336912}"
1261369,Electreck.Co Says Tesla Modle 3 Was The Best Selling Car In The UK In April,2020-05-05 12:35:00-04:00,TSLA,"{'negative': 0.00231075, 'neutral': 0.924561, 'positive': 0.073128186}"
1261370,6 Reasons Why Morgan Stanley Says Tesla's Next Gigafactory Location Is Texas,2020-05-05 11:53:00-04:00,TSLA,"{'negative': 0.002369747, 'neutral': 0.9956405, 'positive': 0.0019897034}"
530744,"Report From German Federal Gov't. Agency Responsible For Research Of Disease Control Prevention, Robert Koch Institute, Says A Second Wave Of Coronavirus Is Expected 'With Great Certainty'",2020-05-05 10:59:00-04:00,FXI,"{'negative': 0.029804425, 'neutral': 0.96910626, 'positive': 0.001089348}"
530745,"Trump Says Dr. Fauci Will Testify Before Senate Panel, Related To Information Dissemination By China",2020-05-05 10:28:00-04:00,FXI,"{'negative': 0.033972144, 'neutral': 0.9652715, 'positive': 0.0007563396}"
530746,WHO Says Question of Origin of the Virus in China is Really Really Important; May Need a Further Mission to China to Explore This,2020-05-05 06:00:00-04:00,FXI,"{'negative': 0.0054157604, 'neutral': 0.9918065, 'positive': 0.0027777816}"
1261372,Elon Musk Confirms Grimes Has Given Birth: 'Mom & Baby All Good',2020-05-04 23:29:00-04:00,TSLA,"{'negative': 0.0022163652, 'neutral': 0.99141943, 'positive': 0.006364192}"
1261373,2 Of Elon Musk's Houses May Actually Be For Sale: Here's Why,2020-05-04 21:33:00-04:00,TSLA,"{'negative': 0.0025876886, 'neutral': 0.99633324, 'positive': 0.0010790951}"
1261374,'Tesla gets hope to reopen Fremont factory quicker as California relaxes quarantine' -Electrek,2020-05-04 17:09:00-04:00,TSLA,"{'negative': 0.002687669, 'neutral': 0.99402714, 'positive': 0.00328517}"
530748,US Ways And Committee Chairman Urges Trump Administration To Take Measures Needed To Increase Domestic Production To Resolve Shortages Of Medical Supplies And Drugs,2020-05-04 16:47:00-04:00,FXI,"{'negative': 0.03599154, 'neutral': 0.9618503, 'positive': 0.0021581748}"
530749,US Ways And Means Committee Chairman Calls For 90-day Suspension Of All Tariffs On Products Releated To Coronavirus Health Crisis,2020-05-04 16:46:00-04:00,FXI,"{'negative': 0.8200356, 'neutral': 0.17807306, 'positive': 0.0018913376}"
530750,Petrobras Had Record Crude Exports In April As Demand From China Recovered,2020-05-04 15:50:00-04:00,FXI,"{'negative': 0.0022972352, 'neutral': 0.9943046, 'positive': 0.0033981774}"
530751,WHO Expert On Pompeo Remarks About Origin Of Virus In Wuhan Says 'From Our Perspective This Remains Speculative',2020-05-04 13:15:00-04:00,FXI,"{'negative': 0.015743837, 'neutral': 0.98350334, 'positive': 0.0007528523}"
530752,Shanghai Disneyland Set To Open In Next 2-3 Weeks -Earlier NYT Report,2020-05-04 13:10:00-04:00,FXI,"{'negative': 0.0017476473, 'neutral': 0.9967083, 'positive': 0.0015440439}"
530753,WHO Head Tedros Says WHO Will Launch Updated Strategic Response Plan  Later This Week,2020-05-04 12:30:00-04:00,FXI,"{'negative': 0.0029703157, 'neutral': 0.99555725, 'positive': 0.0014724196}"
530754,WHO Head Tedros Says Coronavirus 'Will Be With Us For A Long Time',2020-05-04 12:28:00-04:00,FXI,"{'negative': 0.12054704, 'neutral': 0.8774243, 'positive': 0.0020286394}"
530755,'Major lender China Construction Bank announced late Mon it would entirely or partially suspend trade of its products linked to commodity futures when intl commodity market prices are nearing zero...' -Tweet From China's Global Times,2020-05-04 11:13:00-04:00,FXI,"{'negative': 0.28475365, 'neutral': 0.7134117, 'positive': 0.0018347071}"
1261375,Why Tesla's Stock Is Trading Higher Today,2020-05-04 10:58:00-04:00,TSLA,"{'negative': 0.0014281488, 'neutral': 0.99153143, 'positive': 0.0070403074}"
1261376,Tesla shares are trading higher after Morgan Stanley raised its price target on the stock from $440 to $680.,2020-05-04 10:25:00-04:00,TSLA,"{'negative': 0.0016329268, 'neutral': 0.9910802, 'positive': 0.007286868}"
530756,Hearing White House Advisor Peter Navarro Calls China's Handling Of Coronavirus Pandemic 'Much Bigger' Issue Than Trade Deal,2020-05-04 10:10:00-04:00,FXI,"{'negative': 0.13256326, 'neutral': 0.8658001, 'positive': 0.0016366183}"
1261377,"Morgan Stanley Maintains Equal-Weight on Tesla, Raises Price Target to $680",2020-05-04 08:18:00-04:00,TSLA,"{'negative': 0.004544322, 'neutral': 0.9940941, 'positive': 0.001361629}"
530757,"Reuters, Citing People Familiar With Matter Says 'Beijing faces a wave of anti-China sentiment led by the United States in the aftermath of the pandemic and needs to be prepared in a worst-case scenario for armed confrontation'",2020-05-04 07:18:00-04:00,FXI,"{'negative': 0.6037556, 'neutral': 0.39442286, 'positive': 0.0018214834}"
530758,Internal Chinese Report Cited By Reuters Warns Beijing Faces Global Backlash Over Virus,2020-05-04 07:17:00-04:00,FXI,"{'negative': 0.76114434, 'neutral': 0.2371166, 'positive': 0.0017390462}"
530759,Trump Says Expects 75K to 100K Deaths From Coronavirus in U.S.,2020-05-03 19:23:00-04:00,FXI,"{'negative': 0.8655111, 'neutral': 0.13244213, 'positive': 0.002046778}"
1261378,Tesla Teases Battery Module And Pack Production Line At Giga Shanghai,2020-05-03 10:51:00-04:00,TSLA,"{'negative': 0.0019814954, 'neutral': 0.996599, 'positive': 0.0014195001}"
1261381,Tesla Applies for UK Electricity Provider Licence,2020-05-02 15:36:00-04:00,TSLA,"{'negative': 0.0020410628, 'neutral': 0.9961259, 'positive': 0.0018330591}"
1261382,Tesla Achieves Record Safety with Autopilot _ More than 50% Improvement,2020-05-02 14:17:00-04:00,TSLA,"{'negative': 0.0038601153, 'neutral': 0.5787601, 'positive': 0.41737983}"
530760,Sun Yat-sen University's Dr. Sun Jiufeng Says China Covid-19 Vaccine is Expected to be Ready by End of this Year or Early Next Year,2020-05-02 13:06:00-04:00,FXI,"{'negative': 0.0037934247, 'neutral': 0.99490154, 'positive': 0.0013049283}"
530761,VOA's Steve Herman Reports WH Press Secretary Says Trump Statement On Coronavirus Origination Consistent With Intelligence Report,2020-05-01 14:20:00-04:00,FXI,"{'negative': 0.011929698, 'neutral': 0.9872917, 'positive': 0.00077852374}"
1261385,Elon Musk Says Twitter Comments are Not a Joke,2020-05-01 13:40:00-04:00,TSLA,"{'negative': 0.08058531, 'neutral': 0.9171423, 'positive': 0.002272302}"
1261386,"Elon Musk Says Tesla's Stock Price Is Too High, Tweets About Freedom, Gene Wilder And More",2020-05-01 12:30:00-04:00,TSLA,"{'negative': 0.0823409, 'neutral': 0.91612476, 'positive': 0.0015342889}"
1261387,Tesla Shares Fall 5+% To Below $760 Level Following Elon Musk Tweet The Share Price Is 'Too High',2020-05-01 11:20:00-04:00,TSLA,"{'negative': 0.86448187, 'neutral': 0.13399579, 'positive': 0.0015223486}"
1261388,'Tesla stock price is too high imo' -Tweet From Elon Musk,2020-05-01 11:13:00-04:00,TSLA,"{'negative': 0.027002249, 'neutral': 0.9715486, 'positive': 0.0014491652}"
1261389,Tesla shares are trading lower potentially on market weakness as investor uncertainty grows on quarterly earnings reports from multiple companies. NOTE: David Einhorn questioned Tesla's accounting practices on Thursday.,2020-05-01 10:39:00-04:00,TSLA,"{'negative': 0.66066223, 'neutral': 0.33711654, 'positive': 0.0022212316}"
530763,"White House Econ Advisor Larry Kudlow Currently Interviewing On CNBC, Says Phase 1 Deal With China 'Moving Along'",2020-05-01 09:21:00-04:00,FXI,"{'negative': 0.0019856559, 'neutral': 0.99677557, 'positive': 0.0012387781}"
530765,S&P Futures Fall 2%; President Trump on Thursday Threatened to Impose New tariffs on China over Coronavirus Crisis,2020-05-01 05:55:00-04:00,FXI,"{'negative': 0.86381185, 'neutral': 0.13420758, 'positive': 0.0019806593}"
1261391,Tesla Shares Decline After Einhorn Publicly Questions Automaker's Accounting Practices,2020-05-01 02:15:00-04:00,TSLA,"{'negative': 0.76853263, 'neutral': 0.22953914, 'positive': 0.0019282416}"
530766,"Trump Says He Does Not Have To Stop Debt Payments To China, He Can Do Tariffs",2020-04-30 17:31:00-04:00,FXI,"{'negative': 0.023009835, 'neutral': 0.9748303, 'positive': 0.002159807}"
530767,US President Trump Says The China Trade Deal Now Is Secondary To What China Did With The Virus,2020-04-30 17:15:00-04:00,FXI,"{'negative': 0.012725122, 'neutral': 0.98647016, 'positive': 0.0008046847}"
1261394,Earlier Bloomberg Article Highlights Greenlight's Einhorn Questioning Tesla's Billing Practices,2020-04-30 13:34:00-04:00,TSLA,"{'negative': 0.020041054, 'neutral': 0.9792412, 'positive': 0.00071774755}"
1261396,"Tesla Analysts Break Down Free Cash Flow, Fremont Shutdown, 2020 Expectations After Q1 Print",2020-04-30 12:57:00-04:00,TSLA,"{'negative': 0.69372267, 'neutral': 0.3037751, 'positive': 0.0025023078}"
1261398,'Elon Musk: one of the most exciting days in Tesla history is coming _ hints at 'Terafactory'' -Electrek,2020-04-30 12:20:00-04:00,TSLA,"{'negative': 0.0016580593, 'neutral': 0.9173185, 'positive': 0.08102352}"
530771,"US Intelligence Agencies Say Coronavirus Is Not Man-Made Or Altered, Still Studying If Outbreak Began In China Lab Accident",2020-04-30 09:44:00-04:00,FXI,"{'negative': 0.42149404, 'neutral': 0.5765259, 'positive': 0.0019800414}"
1261402,"Oppenheimer Maintains Outperform on Tesla, Raises Price Target to $968",2020-04-30 09:26:00-04:00,TSLA,"{'negative': 0.0036547566, 'neutral': 0.976172, 'positive': 0.020173209}"
1261403,"B of A Securities Reiterates Underperform on Tesla, Raises Price Target to $500",2020-04-30 08:21:00-04:00,TSLA,"{'negative': 0.028362123, 'neutral': 0.9678857, 'positive': 0.0037521948}"
1261405,"JMP Securities Maintains Market Outperform on Tesla, Raises Price Target to $1020",2020-04-30 08:10:00-04:00,TSLA,"{'negative': 0.0030447224, 'neutral': 0.9897822, 'positive': 0.0071730358}"
1261406,Tesla shares are trading higher after the company reported better-than-expected Q1 EPS and sales results. The company also reported Q1 Model S/X production was up 9% year over year and Model 3/Y product was up 39% year over year.,2020-04-30 07:53:00-04:00,TSLA,"{'negative': 0.003557927, 'neutral': 0.8348608, 'positive': 0.16158119}"
530772,"China Starts Trial Of Publicly Offered REITs, Allows Publicly Offered REITs In Infrastructure Sect",2020-04-30 07:30:00-04:00,FXI,"{'negative': 0.0034078432, 'neutral': 0.9949799, 'positive': 0.0016122409}"
1261408,"Wedbush Maintains Neutral on Tesla, Raises Price Target to $600",2020-04-30 07:23:00-04:00,TSLA,"{'negative': 0.0038549672, 'neutral': 0.9944666, 'positive': 0.0016784735}"
1261409,"Credit Suisse Maintains Neutral on Tesla, Raises Price Target to $700",2020-04-30 07:15:00-04:00,TSLA,"{'negative': 0.0038165906, 'neutral': 0.99449855, 'positive': 0.001684934}"
1261410,"Piper Sandler Maintains Overweight on Tesla, Raises Price Target to $939",2020-04-30 07:13:00-04:00,TSLA,"{'negative': 0.0026535408, 'neutral': 0.99597186, 'positive': 0.0013745852}"
1261412,"Tesla 10-Q Filing Recently Out; Showed Co. Intends To Apply, Sees Being Granted Deferral For Obligations Related To Investment, Employment Targets At Gigafactory New York For 1 Year",2020-04-30 06:54:00-04:00,TSLA,"{'negative': 0.003247169, 'neutral': 0.9954254, 'positive': 0.001327516}"
1261414,"Tesla Says Price for China-made Standard Range Plus Model 3 Vehicles Will Be Lowered to Below 300,000 Yuan to Qualify for Subsidies",2020-04-30 05:24:00-04:00,TSLA,"{'negative': 0.0049788198, 'neutral': 0.993793, 'positive': 0.0012281616}"
1261416,Government Subsidies Drive Tesla To Lower Model 3 Price In China,2020-04-30 04:42:00-04:00,TSLA,"{'negative': 0.018821923, 'neutral': 0.9793956, 'positive': 0.0017824963}"
1261417,"'Impressive Performance In A Dark Environment,' Wedbush, Gene Munster React To Tesla's Q1 Results",2020-04-29 23:32:00-04:00,TSLA,"{'negative': 0.0028844348, 'neutral': 0.96716034, 'positive': 0.029955287}"
1261418,Elon Musk Calls Bay Area's Shelter-In-Place Order 'Fascist' In Vulgar Conference Call Rant,2020-04-29 19:42:00-04:00,TSLA,"{'negative': 0.21632102, 'neutral': 0.7822098, 'positive': 0.0014691849}"
1261419,From Conference Call: Tesla CEO Says Might Announce Next Gigafactory in 1-3 Months in the U.S.,2020-04-29 19:10:00-04:00,TSLA,"{'negative': 0.0013607818, 'neutral': 0.9957445, 'positive': 0.0028946367}"
1261422,"Tesla Reports Big Q1 Earnings Beat, Near-Term Profitability 'On Hold'",2020-04-29 16:30:00-04:00,TSLA,"{'negative': 0.003113227, 'neutral': 0.98459375, 'positive': 0.012292988}"
1261423,Tesla Says Will Shift First Tesla Semi Deliveries To 2021,2020-04-29 16:20:00-04:00,TSLA,"{'negative': 0.0021183116, 'neutral': 0.99631894, 'positive': 0.0015628241}"
1261425,"Tesla Says Sees Production Of Model Y In Fremont, California, Model 3 In Shanghai, China Continuing To Ramp 'Gradually' Through Q2",2020-04-29 16:19:00-04:00,TSLA,"{'negative': 0.0017887056, 'neutral': 0.9963051, 'positive': 0.0019061966}"
1261424,"Tesla Says Continues To Build Capacity For Model Y At Gigafactorys In Berlin, Shanghai, Remain On Track To Start Deliveries From Both Locations In 2021",2020-04-29 16:19:00-04:00,TSLA,"{'negative': 0.0017470815, 'neutral': 0.99269414, 'positive': 0.005558873}"
1261427,Tesla Says Near-Term Profitability Is On Hold,2020-04-29 16:18:00-04:00,TSLA,"{'negative': 0.09161213, 'neutral': 0.90625775, 'positive': 0.0021300702}"
1261426,UPDATE: Tesla Says 'we will achieve industry leading operating margins and profitability with capacity expansion and localization plans underway',2020-04-29 16:18:00-04:00,TSLA,"{'negative': 0.0040082284, 'neutral': 0.9119646, 'positive': 0.084027216}"
1261429,Tesla Q1 Total Deliveries Up 40% YoY,2020-04-29 16:16:00-04:00,TSLA,"{'negative': 0.00198941, 'neutral': 0.97125936, 'positive': 0.026751256}"
1261428,"Tesla Says Reached Production Of 1,000 Solar Roofs In A Single Week",2020-04-29 16:16:00-04:00,TSLA,"{'negative': 0.0016665393, 'neutral': 0.9942914, 'positive': 0.004042078}"
1261432,Tesla Says Will Revisit Outlook When Co. Gives Q2 Earnings/Update,2020-04-29 16:15:00-04:00,TSLA,"{'negative': 0.0042848377, 'neutral': 0.9939174, 'positive': 0.0017977044}"
1261431,"Tesla Q1 Model S/X Production Up 9% YoY, Model 3/Y Production Up 39% YoY",2020-04-29 16:15:00-04:00,TSLA,"{'negative': 0.0016717087, 'neutral': 0.9831102, 'positive': 0.0152181}"
1261430,Tesla Sees Capacity Installed Exceeding 500K Vehicles Delivered In 2020,2020-04-29 16:15:00-04:00,TSLA,"{'negative': 0.0018820685, 'neutral': 0.99218106, 'positive': 0.005936907}"
1261434,"Tesla Q1 Adj. EPS $1.240 Beats $(0.360) Estimate, Sales $5.985B Beat $5.900B Estimate",2020-04-29 16:14:00-04:00,TSLA,"{'negative': 0.003126616, 'neutral': 0.9925559, 'positive': 0.00431741}"
1261433,"Tesla Says Model Y Deliveries Began, Significantly Ahead Of Schedule",2020-04-29 16:14:00-04:00,TSLA,"{'negative': 0.0017193375, 'neutral': 0.99361974, 'positive': 0.0046609207}"
1261437,"'California proposes an increase in electric trucks to 300,000 by 2035' -Electrek",2020-04-29 13:21:00-04:00,TSLA,"{'negative': 0.0016443416, 'neutral': 0.996307, 'positive': 0.002048636}"
530773,"Fauci Says China Study On Remdesivir Was Not Adequate, Underpowered",2020-04-29 12:58:00-04:00,FXI,"{'negative': 0.6140998, 'neutral': 0.38375, 'positive': 0.0021501912}"
530774,"WHO Head Tedros Says Will Be Difficult To Create A Coronavirus Vaccine, But Won't Be Impossible",2020-04-29 12:36:00-04:00,FXI,"{'negative': 0.20924033, 'neutral': 0.7862369, 'positive': 0.004522748}"
1261438,Tesla Considering Cutting Price Of Model 3 In China To Regain Access To Incentives,2020-04-29 12:14:00-04:00,TSLA,"{'negative': 0.04137029, 'neutral': 0.95694906, 'positive': 0.0016805914}"
530776,US Trade Rep Lighthizer Says China Is 'Really Active' On Implementing Trade Deal,2020-04-29 11:03:00-04:00,FXI,"{'negative': 0.002435619, 'neutral': 0.99437535, 'positive': 0.0031890306}"
530777,US Secretary Of State Mike Pompeo Says Gov't. Working As Hard As It Can To Lift Coronavirus-Related Travel Bans,2020-04-29 10:21:00-04:00,FXI,"{'negative': 0.0607163, 'neutral': 0.93672985, 'positive': 0.0025538516}"
1261442,Tesla Shares Up 2.3% For Session But Down Sharply After Touching $800 Level; Hearing M Science Sees Reservations For Tesla Models Down 65.8% From Last Qtr.,2020-04-29 09:46:00-04:00,TSLA,"{'negative': 0.07766725, 'neutral': 0.9207849, 'positive': 0.00154789}"
1261443,"Tesla's 500,000-Vehicle Target In Question After Company Shuts Factories",2020-04-29 09:34:00-04:00,TSLA,"{'negative': 0.2589441, 'neutral': 0.73918897, 'positive': 0.0018668781}"
1261444,'Free America Now': Tesla CEO Elon Musk Calls For Reopening Economy Despite Pandemic,2020-04-29 09:18:00-04:00,TSLA,"{'negative': 0.0039934954, 'neutral': 0.99144053, 'positive': 0.004565968}"
1261446,Tesla shares are trading higher potentially in anticipation of the company Q1 earnings report.,2020-04-29 09:04:00-04:00,TSLA,"{'negative': 0.0012424531, 'neutral': 0.98973197, 'positive': 0.009025532}"
1261447,Tesla Reveals How Much Business It Has Done With Elon Musk's Other Company SpaceX Since 2019,2020-04-29 06:52:00-04:00,TSLA,"{'negative': 0.0019314167, 'neutral': 0.9965952, 'positive': 0.0014733498}"
530779,IMF Says Executive Board Approved $3.4B In Emergency Aid For Coronavirus Response,2020-04-28 15:31:00-04:00,FXI,"{'negative': 0.031193305, 'neutral': 0.9665954, 'positive': 0.0022113216}"
1261451,'Electric vehicles are taking over sales charts in Europe and the @Tesla Model 3 has been leading the way' -Inside EVs,2020-04-28 14:57:00-04:00,TSLA,"{'negative': 0.0018414316, 'neutral': 0.9491058, 'positive': 0.0490528}"
1261452,Tesla Q1 Earnings Preview: Analysts Convinced Of Long-Term Potential Ahead Of The Print,2020-04-28 14:54:00-04:00,TSLA,"{'negative': 0.002166791, 'neutral': 0.9937768, 'positive': 0.004056446}"
1261453,'Tesla Is Working On Pay-As-You-Go Subscription To Its Self-Driving Package',2020-04-28 11:49:00-04:00,TSLA,"{'negative': 0.0021328966, 'neutral': 0.9941282, 'positive': 0.003738812}"
1261455,Tesla Vehicles Will Now Recognize Traffic Lights And Stop Signs With Updated Software,2020-04-28 07:57:00-04:00,TSLA,"{'negative': 0.003936974, 'neutral': 0.99394166, 'positive': 0.0021213624}"
1261457,Tesla's Musk Nears $750M  Options Payday,2020-04-28 05:22:00-04:00,TSLA,"{'negative': 0.0019817941, 'neutral': 0.99690706, 'positive': 0.0011111414}"
1261458,Tesla Reverses Gear On Reopening Fremont Facility As Stay-At-Home Orders Likely To Be Extended,2020-04-27 23:46:00-04:00,TSLA,"{'negative': 0.006866036, 'neutral': 0.9918538, 'positive': 0.0012801526}"
1261460,Tesla Backtracks From Recalling Some Workers To Plant This Week,2020-04-27 12:41:00-04:00,TSLA,"{'negative': 0.12653488, 'neutral': 0.8717395, 'positive': 0.0017255489}"
1261461,"Tesla shares are trading higher, potentially in anticipation of Q1 results this week. Not currently seeing company-specific news from the session.",2020-04-27 10:49:00-04:00,TSLA,"{'negative': 0.0013384082, 'neutral': 0.9955676, 'positive': 0.0030940375}"
1261462,'Tesla doubles down on claim Chinese EV startup stole its Autopilot source code' -Electrek,2020-04-27 09:28:00-04:00,TSLA,"{'negative': 0.021738326, 'neutral': 0.9772446, 'positive': 0.0010171591}"
530782,UPDATE: US New Rules On China Restrictions Related To Exports To Military Buyers In China,2020-04-27 09:23:00-04:00,FXI,"{'negative': 0.12738696, 'neutral': 0.8714502, 'positive': 0.0011629079}"
530783,"US Has Proposed New Restrictions On Certain Exports To China, Citing National Security",2020-04-27 09:22:00-04:00,FXI,"{'negative': 0.50804114, 'neutral': 0.49002555, 'positive': 0.0019333878}"
530784,Chinese Frontline COVID-19 Research Firm Reported Hacked: Data Now On Dark Web,2020-04-26 11:24:00-04:00,FXI,"{'negative': 0.6848013, 'neutral': 0.31364068, 'positive': 0.001558032}"
530785,China Tried to Patent Potential Coronavirus Drug Remsvidir the Day After Beijing Confirmed Virus Was Transmissable Between Humans,2020-04-26 11:14:00-04:00,FXI,"{'negative': 0.09842096, 'neutral': 0.90000606, 'positive': 0.0015729312}"
530788,China Reports No New Coronavirus Deaths for 10th Straight Day,2020-04-25 09:59:00-04:00,FXI,"{'negative': 0.43103772, 'neutral': 0.56528217, 'positive': 0.0036801572}"
530790,"US Mission In Geneva Says Although US Will Not Be At WHO's Coronavirus Meeting, 'There Should Be No Doubt About Our Continuing Determination To Lead On Global Health Matters, Including Coronavirus Crisis'",2020-04-24 10:20:00-04:00,FXI,"{'negative': 0.032796495, 'neutral': 0.9641008, 'positive': 0.0031027591}"
530791,"'China extends new energy vehicle subsidy for two more years, but excludes premium models like Tesla's #Model3. Industry expects @Tesla to cut price to meet subsidy standards' -Tweet From China's National Business Daily",2020-04-24 06:44:00-04:00,FXI,"{'negative': 0.0050814273, 'neutral': 0.9936232, 'positive': 0.0012953876}"
1261468,Tesla Raises China-made Model 3 Prices after EV Subsidies Cut,2020-04-24 05:21:00-04:00,TSLA,"{'negative': 0.020832727, 'neutral': 0.9777519, 'positive': 0.0014153293}"
1261469,Tesla Appoints Japanese Pension Fund Manager Hiromichi Mizuno As Director,2020-04-23 23:07:00-04:00,TSLA,"{'negative': 0.0049371934, 'neutral': 0.9942346, 'positive': 0.00082826917}"
1261470,Tesla Appoints Hiromichi Mizuno As New Independent Director To Its Board,2020-04-23 16:09:00-04:00,TSLA,"{'negative': 0.0037670974, 'neutral': 0.9951508, 'positive': 0.0010820642}"
530793,"Chinese Ambassador To London Liu Xiaoming Says China Has Been Open And Transparent From The Very Beginning, China Is Not An Enemy Of The United States And If They Have Chosen China An Enemy They Are Mistaken",2020-04-23 07:18:00-04:00,FXI,"{'negative': 0.034032494, 'neutral': 0.9630969, 'positive': 0.0028705457}"
