Word,Label
INSTITUTE,1
LEG,1
TENSION,1
HUB,1
SULKING,1
PROPER,1
CLOTTING,1
RATTLING,1
GEOGRAPHY,1
ADAPT,1
EITHER,1
CONTROVERSIAL,0
UNWELCOME,0
WHAT,1
LIVING,1
PLASTIC,1
SHEER,1
BANKING,1
MAY,1
RIPE,1
DEPRESSED,0
DEPOSIT,1
COUPLING,1
HOPING,1
OUTDONE,1
PARCEL,1
WHISPER,1
CONFIDENCE,1
BARRIER,0
INVENTORY,1
PAT,1
CONCUBINE,1
WINE,1
EYING,1
SADDER,1
VULNERABILITY,0
HOP,1
SELLING,1
UNWISE,1
BREAK,0
RELIABLE,1
SNARL,1
VIABLE,1
RICHER,1
PORTER,1
PLUGGED,1
MODERATE,1
PIROUETTE,1
AH,1
DOOM,1
PUPIL,1
COOL,1
JACKET,1
AUTONOMOUS,1
SOIL,1
SKIES,1
QUEST,1
ROUND,1
BROADCAST,1
SMOTHER,1
DEPART,1
COME,1
ACT,1
RAISING,1
FORSWEARING,1
UNITES,1
REPRIEVES,1
PACKER,1
CABINET,1
ENTRENCHED,1
PORCH,1
INDUSTRY,1
MINISTER,1
BLOW,1
SOLAR,1
SPIRIT,1
SWITCH,1
TROUGH,1
TOM,1
COOLING,1
LATHER,1
HACKED,1
CYBERSPACE,1
ELICIT,1
METAL,1
BIT,1
GAPE,1
CONSCIENCE,1
STREAMING,1
WISHING,1
WOULD,1
PASSAGE,1
TOUR,1
SHAKEN,1
IMPROVE,2
RARE,1
ROGUE,1
HONESTLY,1
TURNED,1
ESCAPING,1
ANXIOUS,1
WIND,1
ENGAGED,1
FORCED,0
VACCINATION,1
DEVISE,1
DECADE,1
FLAG,1
SEQUEL,1
GREATER,1
UNEASY,1
REVOLUTIONISING,1
PORT,1
REPUBLICAN,1
LORD,1
ECONOMIST,1
STOCKPILING,1
PERFORMANCE,1
APPEAL,1
PROMOTION,1
SUIT,1
MONTH,1
SUPPLY,1
AUTO,1
MEETING,1
BANDIT,1
CRAZY,1
SALESMAN,1
QUEUE,1
THEN,1
APPETITE,1
USUAL,1
FADE,1
AIRBORNE,1
HONEYMOON,1
DIRT,1
FLOTATION,1
ENTERTAINMENT,1
FORUM,1
MOTORBIKE,1
BORING,1
GRAPHIC,1
AWAKEN,1
CHEER,1
ENGAGEMENT,1
RIDDLE,1
LYMPH,1
GOAL,1
ABBE,1
NEXT,1
PERSON,1
BEHEMOTH,1
MOTOR,1
INTERNET,1
JOBS,1
AGREEING,1
CONCEIVED,1
ALL,1
FACE,1
FIAT,1
POWER,1
FIX,1
TELL,1
GUARDIAN,1
NURSING,1
DARK,1
BEAST,1
INTERVIEW,1
TILL,1
PROOF,1
UPSIDE,1
POPULAR,2
WICKET,1
SPINNER,1
MODERN,1
ART,1
WIPE,1
GRAIN,1
QUITE,1
BROTHER,1
ARCHAEOLOGY,1
REGULATORY,1
TURNAROUND,1
LITHIUM,1
EARTHQUAKE,1
FREIGHT,1
BRASS,1
MAID,1
RINGS,1
MAINSTREAM,1
PILOT,1
SELF,1
INNOVATIVE,2
FRICTIONLESS,1
FRACTURED,1
MANAGEMENT,1
BABY,1
SIC,1
SNAPPING,1
AGRIBUSINESS,1
AIDE,1
YEAR,1
DISPATCHED,1
RIGHT,1
IMAGINE,1
MOMENTUM,1
HUMBLE,1
DRILL,1
RETURN,1
SONGWRITER,1
SPECIE,1
SHORT,1
NODULE,1
FARMING,1
NECESSITY,1
BELT,1
BUOYANT,1
HIGH,1
FUNERAL,1
MISERY,1
ENTANGLING,1
UNDERGROUND,1
STORM,1
PAYABLE,1
SUPERIOR,2
SLICE,1
LIFESAVER,1
LIMIT,1
OUTWITTED,1
DIAMOND,1
BAMBOO,1
VERSUS,1
BLESSING,1
PATIENCE,1
STONE,1
REGULATE,1
SUM,1
ATTENTION,1
SURVIVED,1
US,1
BUILDER,1
SUPERSTAR,1
ORBIT,1
RULES,1
RESUME,1
LAPSE,0
HOBBY,1
SPITE,1
SANDSTORM,1
CASE,1
DIRECTOR,1
COOK,1
STRATEGY,1
HIP,1
SHIPOWNER,1
MINERAL,1
LAUGH,1
CRICKET,1
GOODBY,1
PREPARE,1
DEMOCRACY,1
IMPOSSIBLE,0
CURVE,1
STRANGE,1
DISASTER,0
GENIUS,1
DOMINATION,1
BEING,1
POUCHING,1
CLAN,1
IRONY,1
NEUTRAL,1
UNSOUND,0
SHOOTING,1
RUNNING,1
BOSS,1
ROOM,1
BET,1
CONFESS,0
ELLIPSE,1
DOMINANCE,1
EXPENSE,1
COUNTING,1
PREPARED,1
WEAKNESS,0
BUSH,1
EARLY,1
PLACING,1
PLAYBOOK,1
GENERATION,1
SHILLING,1
UNCERTAIN,1
HELICOPTER,1
GRITTY,1
BREATH,1
DISCOUNT,1
SPACE,1
ENGINEER,1
BEHAVE,1
ALONE,1
SPEAKER,1
OWNERSHIP,1
CONSTITUTION,1
CURRENCY,1
DISC,1
GIVEN,1
NO,1
MISTAKE,0
AHEAD,1
CHANNELLING,1
HITS,1
CRY,1
WRITER,1
AERIAL,1
RING,1
FRIENDSHIP,1
DIVORCE,0
DEADLY,1
AUTUMN,1
DIVERGENCE,1
VEINS,1
DINING,1
SOURCE,1
OCTOPUS,1
DISTINCT,1
MAGIC,1
SLUMP,1
SHORTAGE,0
MAMMOTH,1
TURKEY,1
COLLAPSES,0
CANDIDATE,1
WAREHOUSE,1
PRINCIPLES,1
SECURITY,1
EDGE,1
BEARING,1
UNBROKEN,1
ACTUAL,1
PURPOSE,1
SNOWFLAKE,1
DEALING,1
ALE,1
OBSTACLE,0
ELSEWHERE,1
HATE,1
WORLDS,1
DISPUTED,0
REACH,1
CREATIVE,2
BOREDOM,1
CIVIC,1
BREAKUP,1
SENSIBLE,1
ORDER,1
SURGE,1
STACKED,1
THICKET,1
WORKMAN,1
SUNSHINE,1
RENT,1
HACK,1
BRIGHT,1
THROTTLE,1
COLLIDE,1
RESEMBLE,1
LIKELY,1
STORY,1
GRADUATE,1
WIRE,1
RESPONSIBLE,1
ZERO,1
SINFULNESS,1
RESORTED,1
PERSISTENT,0
INTERESTING,1
CANCER,1
EQUIPMENT,1
SURFACE,1
LAD,1
DAGGER,1
TRANSPORT,1
INFERIOR,0
WORKWEEK,1
GOVERNANCE,1
BRINGS,1
BLADE,1
MUCH,1
SINGLE,1
PORTION,1
BEAR,1
OLDER,1
STRETCH,1
LURE,1
REFLECT,1
CONTRACT,1
HELPFUL,1
SPECKLE,1
COMPASS,1
EVERYTHING,1
DRAFT,1
FINE,1
MIRACLE,1
REPUTATION,1
PREDATOR,1
LINKED,1
CARPET,1
EDITED,1
LAYER,1
LEGALIZED,1
CAME,1
BLOODSHOT,1
REIN,1
CINEMA,1
UNDERTAKES,1
DEAD,1
DOWNSTREAM,1
TAX,1
ROLL,1
CALCULATION,1
HAIR,1
SHOWS,1
CONTROVERSY,0
INGREDIENT,1
GRIND,1
GEOGRAPHIC,1
PREPARING,1
CONVERSATIONAL,1
RAGING,1
TELEGRAM,1
ANTISOCIAL,1
SECTOR,1
LAND,1
SHALL,1
WARREN,1
FAT,1
MEDICINE,1
PRAISE,1
LUCRATIVE,2
THE,1
PALATE,1
PINE,1
DUE,1
ENTREPRENEUR,1
AIM,1
WINDOW,1
TRIBE,1
SILLY,1
DESERVE,1
LACK,0
TRAINING,1
TOOTH,1
MAYOR,1
CHEATING,1
DISCOVER,1
NAY,1
DROPPED,0
REPLACING,1
SOAR,1
MERGES,1
GARDEN,1
DRUNKEN,1
PLAGUE,1
RAISE,1
DIVIDE,1
REFLECTION,1
COMMERCE,1
POLITICAL,1
SILVER,1
RESUSCITATES,1
SONG,1
SLOPE,1
PECULIAR,1
DUSTED,1
FLAVOUR,1
FRIVOLOUS,0
SPORT,1
TIDAL,1
GRIME,1
SLEEPLESS,1
CROWNING,1
CHARGE,1
PLAID,1
PLAYER,1
SEALING,1
PACKED,1
TELEVISION,1
CARE,1
REFINED,1
MANAGED,1
BEATING,1
PARALLEL,1
IMPOSES,1
BANDWIDTH,1
MEAN,1
CONGESTION,1
COMPETITOR,1
HOUSING,1
NOTHING,1
FAR,1
FOUR,1
SIMPLIFY,1
REGIME,1
LIGHTLY,1
SPELLING,1
IN,1
ULCER,1
SELLER,1
DISABILITY,1
PAIN,1
LOUDER,1
BANDWAGON,1
PATCH,1
IDOLATRY,1
RUINOUS,1
ATOMIC,1
FUNNY,1
STRENGTHEN,2
SPY,1
FINED,0
MELLOW,1
UNFULFILLED,0
BRUTAL,1
DEVASTATING,0
RESULT,1
TRAVELLER,1
BONDAGE,1
APPLE,1
REST,1
FESTIVE,1
INFORMS,1
SLAUGHTERHOUSE,1
EXPORT,1
TWITTER,1
PRESENT,1
WAX,1
WILDLY,1
EXACERBATE,0
BENT,1
CONTINENT,1
EXCEPTIONAL,2
MARINE,1
EASIEST,1
BORROW,1
EXPECT,1
BLOCKING,1
RETAIL,1
STUPID,1
FORMULA,1
BARBARIAN,1
APPROACHING,1
BEER,1
FORGET,1
SPLASHING,1
VACATIONING,1
ROOT,1
SEARCHING,1
EASIER,2
JETS,1
TICKLING,1
ATTACK,1
PARTLY,1
FLEXIBLE,1
CURVING,1
ROCKET,1
CRASH,1
ACQUIRED,1
SMARTPHONE,1
STEP,1
UNREPENTANT,1
SHOP,1
CHILLY,1
RISK,1
WOOLLIEST,1
QUARTERLY,1
MOBILE,1
MOUTH,1
SOFTWARE,1
SUNSET,1
STEAL,1
FLY,1
GOODWILL,1
CITIZEN,1
MILLIONAIRE,1
MANAGING,1
NOT,1
PROHIBITION,1
PULLED,1
DISSECTING,1
ATTRACT,1
DISTANCE,1
UNHAPPY,1
ADDING,1
BATTERED,1
SCRAPED,1
SHIP,1
PRAYER,1
COCKPIT,1
HORROR,1
STALKED,1
VACANCY,1
STAMPEDE,1
SYSTEM,1
DIGITAL,1
BOISTEROUS,1
AT,1
FIRELIGHT,1
MALAISE,1
MOUSE,1
PETROLEUM,1
SCRUTINY,0
SCORE,1
PHONE,1
REVOLVE,1
OBITUARY,1
ADULT,1
SERVICE,1
FOOTING,1
DEPTH,1
LEAK,1
STEADY,1
DRAWBACK,0
CARIES,1
ADVICE,1
MINUS,1
VISION,1
FUNDED,1
FOG,1
CYCLE,1
SHUTTING,0
FIRST,1
ETIQUETTE,1
USHERING,1
ACQUISITION,1
FIGURE,1
GORGE,1
DRIVER,1
EARSHOT,1
CONNECTING,1
BULLETPROOF,1
SHARPLY,0
COLD,1
INVESTOR,1
LOBBYIST,1
NOMINEE,1
ENSNARED,1
NERVE,1
ATTENDANT,1
MARIJUANA,1
LINE,1
DECOUPLING,1
THROW,1
PLAYING,1
CONNECTION,1
INFLUENCE,1
ENCAPSULATED,1
MISUNDERSTANDING,0
PURSUIT,1
ALPHA,1
WINDMILL,1
LOCOMOTION,1
CAMEL,1
DESPITE,2
LACTIC,1
ACCEPTABLE,1
PITCHFORK,1
BECOMES,1
AFFECT,1
PRECIOUS,1
STRIKE,1
PSYCHOLOGY,1
MATCH,1
BEAMING,1
SOLDIER,1
OPEN,1
DIPLOMAT,1
SATELLITES,1
EN,1
MIND,1
DOUBLE,1
PACIFIC,1
SKILLED,1
UPDATE,1
FULL,1
DRAGON,1
ROSEWOOD,1
TOLD,1
UNION,1
SHOW,1
GRENADIER,1
STALE,1
LONG,1
MAIN,1
ENDURING,1
TOLL,1
TRAVEL,1
EXHAUSTIVE,1
PRINT,1
DEBT,1
CAPTURE,1
JOINING,1
QUICK,1
FEVER,1
SPEEDILY,1
EXCEPTION,1
INDEX,1
SCAR,1
CASTLE,1
HANDSHAKE,1
MERGER,1
PENGUIN,1
RACKETEERING,0
HARASSMENT,0
INCREASINGLY,1
BEAT,1
BAUXITE,1
FEED,1
HO,1
MENU,1
HEADHUNTER,1
LEGISLATION,1
SCARCE,1
REVENGE,1
HANDED,1
STRICTEST,1
REPEAT,1
EQUATION,1
BORN,1
SMOOTH,2
STEAM,1
HILL,1
FAULTY,0
UNEQUAL,1
ANAEMIC,1
ONSLAUGHT,1
FRUIT,1
GLOBAL,1
RANGED,1
FIRING,0
SIMPLE,1
THINKING,1
SLOW,0
SPREADING,1
FIST,1
TENDER,1
KEEN,1
COURTROOM,1
INCREASE,1
WEAPON,1
HIDDEN,1
LOCAL,1
MUMMY,1
DYNAMIC,1
SIMILAR,1
TOMORROW,1
BRIBERY,0
MURDER,1
OVERLYING,1
INVOLVED,1
GLORY,1
WELFARE,1
STREAM,1
INSECURITY,1
PROFITABLE,2
SUITE,1
CONTINUES,1
CONTROL,1
TEETOTALER,1
CART,1
MANAGERIAL,1
TRIPPED,1
SUBSCRIBER,1
SHOE,1
TURBOCHARGED,1
DIVIDEND,1
LOOTERS,1
LEARNED,1
INVENTING,2
REVIEW,1
BOILING,1
PAINKILLER,1
ANTICIPATED,1
TABLE,1
MAIL,1
BAY,1
FATIGUE,1
LOGGERHEAD,1
ERUPTION,1
DRY,1
WRITING,1
NECK,1
CHIPMAKERS,1
SIDE,1
DULY,1
LAW,1
DITCH,1
CAUSE,1
SPENDS,1
GRAFT,1
COMPLAIN,0
PASSPORT,1
HOSPITALITY,1
BASKET,1
ROAD,1
COMMITMENT,1
FIERCE,1
FULLING,1
REVIVE,1
OUTSIDE,1
CASH,1
FURIOUSLY,1
WHIRL,1
PARENT,1
ONCE,1
POSSESSING,1
PA,1
DECENCY,1
SHOCK,1
TAKING,1
ENERGETIC,1
SLACK,1
ORPHAN,1
FUND,1
SHOULDER,1
SITUATION,1
PROFIT,1
GATHERING,1
SUN,1
WISER,1
REVENUE,1
DREAMING,1
PLATE,1
HURTING,0
WINDING,1
VARYING,1
UNLIKELY,1
RECURRING,1
OLIGARCH,1
INTEREST,1
STROKE,1
IMPROVING,2
STEALTH,1
REDOUBT,1
DETAIL,1
RUNNER,1
ANIMATION,1
BASED,1
MUST,1
STICKING,1
LABIA,1
AUDITORY,1
STOOP,1
ECOSYSTEM,1
ATTEMPTED,1
SUITABLE,1
ARMED,1
STITCH,1
BEGINNING,1
DELIVERY,1
PONDEROUS,1
ELECTING,1
VISIBLE,1
BENEFICIARY,1
HEADED,1
LEADER,1
THREAT,0
PROSPECT,1
WASHED,1
TRIUMPH,1
STRUCTURAL,1
BADGE,1
CAMPING,1
FABLE,1
NORMAL,1
COCK,1
RAINY,1
BOTTLENECK,0
ADAPTING,1
CONVENIENT,1
INVESTING,1
DRAG,0
VACCINE,1
CONTINUED,1
TERRAIN,1
ATE,1
MACHINE,1
CRITIC,1
TOUGH,1
VEHICLE,1
BARON,1
IGNORED,0
AWAITING,1
EXPLOSIVE,1
BLEEDING,1
WARRANTED,1
PARTING,1
MANUFACTURER,1
PLAUSIBLE,1
SHADOW,1
MARE,1
BRAKE,1
STEPPING,1
EFFICIENTLY,2
LAUGHING,1
FLAT,1
LAUNCHING,1
BURYING,1
FAMILY,1
INWARD,1
VIEW,1
HANGING,1
TRANSIT,1
SOBBING,1
GULP,1
BAGGAGE,1
DAILY,1
BREED,1
BROADCASTER,1
ANNOUNCES,1
PATRIOTIC,1
STAMP,1
FLANK,1
WORKFORCE,1
INSOLENCE,1
SWAMP,1
BRACE,1
SMELL,1
CANCELLATION,0
PITY,1
FASTENED,1
ROOFTOP,1
FEARING,1
FOOTBALL,1
AVOCADO,1
TUMULTUOUS,1
PLANNING,1
COLLECTIVE,1
SAWING,1
FLOP,1
AD,1
TOURISM,1
OVERCHARGE,0
QUANTITY,1
SHRINK,1
IMMUNITY,1
CORROSIVE,1
THOU,1
GODLY,1
STAYING,1
REGAIN,2
VEIN,1
TYCOONS,1
KEEP,1
VISIT,1
BEHAVIOUR,1
MAJOR,1
LOST,0
PORTRAIT,1
PRICELESS,1
DYSFUNCTIONAL,0
OBLIGED,1
FOREIGNER,1
AWARD,1
COTTON,1
CHAFF,1
INTANGIBLE,1
CONTEMPLATE,1
NEWSPRINT,1
METHOD,1
SEIZE,0
UPGRADE,1
THEM,1
LONELY,1
FORMER,1
SAFER,1
FIRMLY,1
ACADEMIC,1
THAWING,1
HAD,1
EVENTUALLY,1
CHEEK,1
HAWKER,1
MANAGER,1
SCOW,1
RIVER,1
EARTH,1
LOCKDOWN,1
OLD,1
ACCIDENT,0
TAXI,1
COPPER,1
TRUCE,1
OPTION,1
HYDROCARBON,1
BURNING,1
FASHION,1
YE,1
TIC,1
PENDING,1
ARGUMENT,0
HUMMING,1
INVENTION,2
TEN,1
SOFTLY,1
VIE,1
CAUTIOUS,1
HALL,1
SPEED,1
PROPITIOUS,1
POWDER,1
MINER,1
LOT,1
WRINKLE,1
BAIT,1
FOUND,1
CAPTURED,1
MATTER,1
CUB,1
VALLEY,1
DREAMED,1
BOUNCEBACK,1
BUST,1
SLOT,1
HAUL,1
ELEPHANT,1
EQUALITY,1
SPLINTERED,1
HAPPINESS,2
CHEAPNESS,1
DIRECT,1
PLANNED,1
WINTER,1
ENTERPRISING,1
CHOKING,1
PRESERVE,1
KISS,1
EMOTION,1
EXPLORING,1
ATMOSPHERE,1
MARQUIS,1
DEMAND,1
UNTO,1
PROCUREMENT,1
MIRROR,1
BIOSIMILAR,1
SCREEN,1
SOAP,1
REGISTERED,1
CORRESPONDENT,1
OFFSPRING,1
MONOPOLY,0
CORONAVIRUS,1
GUIDE,1
FLIGHT,1
CLOSET,1
GAZED,1
REVOLUTIONARY,1
ENOUGH,1
REWARD,2
VIRUS,1
SHED,1
INSANELY,1
WHISTLEBLOWER,1
HEAVEN,1
YES,1
LASTING,1
HANDLE,1
DESCENT,1
ISLAND,1
STONY,1
LUMP,1
SEEMS,1
BONES,1
RUDELY,1
ADVOCATING,1
RETURNED,1
ROBBER,1
DRINK,1
CENTRAL,1
PAYMENT,1
ANSWER,1
REVISION,1
WOUNDED,1
TRYING,1
BRIEFLY,1
LEAF,1
MAINTAINING,1
GLOSSY,1
DECK,1
REVEALS,1
DUKE,1
HOOKED,1
INVEST,1
DIVERSIFICATION,1
PROTOTYPE,1
RESOLUTION,1
ENLIGHTENED,1
FINANCIAL,1
BLOCKBUSTER,1
RESIGNING,0
PLAINLY,1
LIT,1
DIVERTING,0
SPARK,1
MASS,1
HARM,0
FEELING,1
CELL,1
DEPENDS,1
LUCKY,1
FEEDING,1
GREY,1
HOARD,1
PRECIPICE,1
LUNCH,1
SOUTHERN,1
GEOPOLITICS,1
DELIVERS,1
THOUGHT,1
CASUALTY,1
SPLASH,1
BLIZZARD,1
CAREER,1
RESIDENT,1
REVOLUTION,1
AUDACIOUS,1
ROCK,1
STRAIT,1
DISGRUNTLED,1
MANIA,1
MISSING,1
SPECIFY,1
WITHERING,1
BUFFETS,1
DOWN,1
LEISURE,1
SEIZES,0
BREAKDOWN,0
GREEN,1
GAMBLER,1
PRODUCTIVITY,1
TEAM,1
BLEAK,1
SELECT,1
MAYBE,1
MULTINATIONALS,1
GROCERY,1
BELONG,1
BRIDGE,1
DOCTRINE,1
GIFT,1
HORNY,1
TAR,1
EPIDEMIC,1
TARIFF,1
TRANSLATION,1
COLLABORATION,2
BANKRUPTCY,0
YOUR,1
BLOCKCHAINS,1
SCANDAL,1
ABOLISHING,0
TIGHTEN,1
DYNASTIES,1
TRACK,1
TRILLING,1
GAS,1
TRIAL,1
CHAMBER,1
FEDERAL,1
AWAY,1
FIRE,1
PROFITING,1
BECOMING,1
SORT,1
CLOSURE,0
WRECKER,1
SOCIALLY,1
FOLLOWER,1
FLOATED,1
LAUNCH,1
POSTCARD,1
SEND,1
SENIOR,1
PLAYGROUND,1
OVERWORK,1
RAGE,1
FLEE,1
TRIP,1
CITY,1
BOON,1
PHOENIX,1
EMPLOYMENT,1
KNOWN,1
SUPPORT,1
INTRODUCING,1
GROCER,1
AFLOAT,1
PROBLEM,0
ENTRY,1
CLUBHOUSE,1
GARAGE,1
DRIVING,1
HANDFUL,1
KEEPING,1
UNCHANGED,1
MONARCH,1
CONVENIENCE,1
CRASHING,1
TRADE,1
WEB,1
LOTTERY,1
CAP,1
STEIN,1
FRAY,1
BUILDING,1
EVERY,1
PUFFED,1
STATISTICAL,1
MESSAGE,1
STATESMANSHIP,1
CLUB,1
YOUNGSTER,1
CLOSE,1
RANGER,1
PERSONALITY,1
ARRIVE,1
PEPPER,1
HANG,1
DECREE,1
OFFICIAL,1
OPTIMISM,1
LEARN,1
HERALD,1
BEDFELLOW,1
BOGEYMAN,1
RAN,1
NOON,1
BALANCE,1
UNOFFICIAL,1
LEVY,1
FAILING,0
SHEDDING,1
DRESSER,1
IMPORTANT,1
ELDERLY,1
START,1
ROGER,1
SCRAPING,1
VIVA,1
CHEERFUL,1
TEACH,1
LITERARY,1
BLIND,1
GAIN,2
STEEL,1
SEVENTH,1
NATION,1
BONUS,1
GILDED,1
WORST,0
CUTTER,1
QUESTION,0
SHOPPING,1
TEPID,1
DRAMA,1
HEED,1
GOLD,1
TRADITIONAL,1
POISON,1
LANDLORD,1
SURVIVES,1
ACTION,1
OTHERS,1
RETAKEN,1
FORCE,1
SHARING,1
PERIL,0
SIMPLER,1
TRIVIAL,1
COVENANT,1
ROBE,1
MISCONDUCT,0
ROUNDABOUT,1
NOSE,1
FELLOW,1
WORKPLACE,1
UNCOVER,0
DECISION,1
STUDIO,1
TONE,1
PERFORM,1
INTELLECTUAL,1
TIGER,1
OPERATED,1
SUFFER,0
DEFEATED,0
INTRIGUING,1
GRAB,1
SOMETHING,1
TESTED,1
PARTY,1
CONTENDED,0
TWO,1
GRIPPED,1
SNATCH,1
DUOPOLIES,1
RECEIVING,1
LIFETIME,1
MERRY,1
TAILOR,1
CLOT,1
RAIN,1
DOG,1
STRONG,2
HEART,1
TRIPLE,1
SCARCITY,1
AMP,1
DAWN,1
PASSENGER,1
KIT,1
FINISHING,1
LOWERING,1
DRAGGED,1
WELCOME,1
RECEIVABLE,1
WARS,1
INDEPENDENCE,1
WADDLING,1
HALO,1
WANTED,1
PERFECTLY,2
EMERGED,1
HOUSE,1
EMPORIUM,1
TALK,1
POPULISM,1
GIANT,1
SITTING,1
ROYAL,1
WOKE,1
HOW,1
AVERTED,1
ANNIVERSARY,1
DISTENDING,1
VAGUE,1
GOT,1
HITTING,1
CLIMATE,1
CLEVERLY,1
PARALYSIS,1
ELEVATOR,1
CONFERENCE,1
JUICE,1
HELL,1
PICK,1
RULING,1
AUTHORITY,1
THUMB,1
MASH,1
KINGS,1
WAGE,1
SOMEONE,1
TENDS,1
CHIEF,1
GLIMPSE,1
CHIN,1
RID,1
DROWSY,1
CONFORMITY,1
DRIVEN,1
COLLECTING,1
TROUBLED,0
LAZINESS,1
INVENT,2
PUSH,1
RATTLE,1
MINOR,1
ALGORITHM,1
BEAUTY,1
ALPHABET,1
FOREST,1
WORRYING,0
PRUDENCE,1
AUCTION,1
SLASH,1
BULLET,1
PRESIDENT,1
DISRUPTING,0
INITIAL,1
PROTEST,0
RARER,1
SNUB,1
SALARY,1
PATROL,1
WORKER,1
CROSS,1
AVOIDING,1
TRANSFORM,1
DEPARTURE,1
PREFER,1
FOUL,1
PRICK,1
RATHER,1
AWAIT,1
STRUCTURE,1
BALLERINA,1
BUCKLE,1
TORPEDO,1
RATE,1
APPROVAL,1
LODGE,1
SPEND,1
CABIN,1
FLURRY,1
BIGGER,1
STRONGER,2
SHAKEDOWN,1
WEEK,1
DILUTED,1
FILL,1
PRICKING,1
INTERNSHIP,1
EAST,1
HARDLY,1
MAGNIFICENT,1
CELLAR,1
CHANNEL,1
MARRIAGE,1
FAITH,1
WOMAN,1
LATE,1
MILLENNIALS,1
VIRTUALLY,1
SIXTH,1
SHAPE,1
PORTFOLIO,1
CELEBRATING,1
SITS,1
USER,1
CROP,1
ALLEGED,0
NARROWLY,1
ONWARDS,1
SWING,1
THUNDER,1
RAPID,1
EXPENSIVE,1
RINGING,1
COMPLAINT,0
DELIVERANCE,1
RAID,1
WANING,1
MAGNOLIA,1
CONCENTRATION,1
COMBUSTION,1
COSMETIC,1
CREATOR,1
SPONSORS,1
LISTED,1
GROVE,1
FORGE,1
INEQUITABLE,0
ATTRACTING,1
CHARGING,1
HUMAN,1
KIDNAPPED,1
PURGE,1
DISRUPTION,0
FATTEST,1
CATEGORY,1
CLOUDED,1
TARGET,1
PUNISHING,0
TOGETHERNESS,1
CHIPS,1
THIRD,1
UNCERTAINTY,1
BENEFIT,1
ECONOMICS,1
PAYDAY,1
CHILL,1
POINT,1
UP,1
TRIBUNE,1
HALT,0
CONSIDERED,1
SEXUAL,1
EXECUTIVE,1
LET,1
PRIVATE,1
GRAFTING,1
FIXING,1
BUREAUCRATIC,1
GRIP,1
SURPRISINGLY,1
CONSOLIDATING,1
ENDANGERED,0
LIFE,1
QUIET,1
ENTER,1
INN,1
DEFENCE,1
HAPPEN,1
DECAYING,1
FISSION,1
THAN,1
BITTEREST,1
THIS,1
PHYSICAL,1
REUNITE,1
BRAVE,1
WALL,1
FRAGILE,1
HUNDRED,1
TWILIGHT,1
ENSURE,1
PLUGGING,1
HYPERBOLE,1
LOYALTY,1
PET,1
TAVERNS,1
DOING,1
COPYRIGHT,1
SUMMER,1
HIGHER,1
COAL,1
ADVERSITY,0
RAM,1
ESPIONAGE,1
TORTILLA,1
COLUMN,1
EQUITY,1
SPECTRUM,1
PAYMASTER,1
UNDERSELL,1
METAMORPHOSIS,1
CAUSING,1
CONGRESS,1
TETANUS,1
BOX,1
SKI,1
LENDS,1
SMALLER,1
ADVENT,1
SCRIPT,1
WAIT,1
LIVELINESS,1
BLACKBERRY,1
PRINTER,1
THAW,1
EMULATED,1
QUELLED,1
RULED,1
ARCHITECT,1
LANDSCAPE,1
ASCENDING,1
SWEAT,1
APPRAISING,1
EMERGING,1
WAITING,1
RICKETS,1
STORAGE,1
CURTAIN,1
DAMAGING,0
DISCONNECTED,1
EXCEED,1
VEIL,1
PROVE,1
SURVEY,1
CLIFF,1
CATALOGUE,1
SWEETENED,1
NEATLY,1
FULLY,1
DAMAGE,0
SON,1
TRILL,1
PREVENTION,0
MERCY,1
COSTLY,0
WORLD,1
THRONE,1
PSYCHEDELICS,1
TUBE,1
DISRUPTED,0
CHAT,1
RANSOM,1
CREDITOR,1
LENT,1
EXPLORER,1
SPECIALIST,1
PEER,1
GIRD,1
SKYSCRAPER,1
CHEQUE,1
DOT,1
MISSED,0
FUTILE,1
RAISED,1
WHITE,1
PEACE,1
MOBILITY,1
GOLDEN,1
BANE,1
COVERING,1
DEBUT,1
ALTER,1
CREAKING,1
RETAINERS,1
POLITICIAN,1
EVENT,1
ADORE,1
SUNDECKS,1
UNVEILS,1
BOMB,1
TEAR,1
THRIVING,1
SANG,1
POSTPONED,0
TRUNKS,1
WORRIED,1
STEELY,1
SOFTER,1
RESTAURANT,1
CLAIM,1
DUMP,1
DERRICK,1
CARBON,1
SURGING,1
NEURON,1
ADVENTURE,1
ERROR,0
AGRICULTURAL,1
STEER,1
SUPER,1
APPEAR,1
TUTOR,1
FINANCE,1
JURY,1
SAFE,1
CHRONIC,1
MAGNA,1
ALLY,1
AWAKENING,1
TORTURING,1
PORTAL,1
EMPEROR,1
COVERT,1
GREW,1
HYDROGEN,1
CULTURAL,1
EMAIL,1
DELEGATION,1
PERMEATION,1
RETIRING,1
MUSIC,1
STRUGGLED,1
DEEPER,1
DENYING,0
EDUCATED,1
ADVANCE,1
NARRATIVE,1
MEASURING,1
SHAKEOUT,1
STRATEGIC,1
SAGE,1
RECOVER,1
LOOSENING,1
SIGHT,1
HABIT,1
PUBLIC,1
UNWELL,1
STOOPING,1
THOSE,1
CHARACTERISTIC,1
MIGHT,1
CARD,1
JOURNEY,1
COACH,1
FAN,1
RICH,1
HAPPENS,1
STANDARD,1
ARMADA,1
AUSPICIOUSLY,1
SCREWDRIVER,1
UNDERESTIMATING,0
SURPRISE,1
BACK,1
